,open,high,low,close,volume,value
2022-05-10 12:50:52.427785,6085.0,6105.0,6085.0,6085.0,357.52855231,2175577.62082255
2022-05-10 12:51:01.896269,6085.0,6105.0,6080.0,6080.0,570.22592073,3468877.62081615
2022-05-10 12:51:11.865376,6085.0,6105.0,6080.0,6080.0,570.22592073,3468877.62081615
2022-05-10 12:51:21.993807,6080.0,6080.0,6080.0,6080.0,7.69794407,46803.4999456
2022-05-10 12:51:33.230195,6080.0,6080.0,6080.0,6080.0,7.69794407,46803.4999456
2022-05-10 12:51:43.034189,6080.0,6080.0,6080.0,6080.0,7.69794407,46803.4999456
2022-05-10 12:51:52.946183,6080.0,6080.0,6075.0,6075.0,73.32939356,445514.55559735
2022-05-10 12:52:03.545178,6080.0,6080.0,6070.0,6080.0,713.73000963,4335950.87674555
2022-05-10 12:52:13.101668,6070.0,6070.0,6070.0,6070.0,1.10180696,6687.9682472
2022-05-10 12:52:33.014951,6070.0,6080.0,6070.0,6080.0,69.45707012,422287.96826
2022-05-10 12:52:41.816946,6070.0,6080.0,6070.0,6070.0,891.82549118,5414126.7840942
2022-05-10 12:52:50.136030,6070.0,6080.0,6070.0,6070.0,991.82549118,6021126.7840942
2022-05-10 12:52:57.998071,6070.0,6080.0,6070.0,6080.0,1004.33420828,6097179.7840622
2022-05-10 12:53:05.653680,6070.0,6080.0,6070.0,6080.0,1004.33420828,6097179.7840622
2022-05-10 12:53:14.018975,6070.0,6070.0,6070.0,6070.0,2.16782794,13158.7155958
2022-05-10 12:53:22.335046,6070.0,6080.0,6070.0,6080.0,162.42382675,987515.1883606
2022-05-10 12:53:38.089218,6070.0,6085.0,6070.0,6085.0,347.3452222,2112658.9653835
2022-05-10 12:53:46.897212,6070.0,6085.0,6070.0,6080.0,351.49923072,2137915.3371851
2022-05-10 12:53:56.074058,6070.0,6085.0,6070.0,6080.0,351.49923072,2137915.3371851
2022-05-10 12:54:03.913899,6065.0,6070.0,6065.0,6065.0,481.99087093,2923457.1288955
2022-05-10 12:54:12.641111,6065.0,6070.0,6065.0,6065.0,481.99087093,2923457.1288955
2022-05-10 12:54:20.529640,6065.0,6070.0,6065.0,6065.0,481.99087093,2923457.1288955
2022-05-10 12:54:29.275813,6065.0,6085.0,6065.0,6085.0,488.21135918,2961284.12884415
2022-05-10 12:54:38.103316,6065.0,6085.0,6065.0,6085.0,488.21135918,2961284.12884415
2022-05-10 12:54:47.027381,6065.0,6085.0,6065.0,6085.0,488.21135918,2961284.12884415
2022-05-10 12:54:56.213586,6065.0,6085.0,6065.0,6085.0,488.21135918,2961284.12884415
2022-05-10 12:55:14.883995,6085.0,6090.0,6080.0,6080.0,144.82865666,881417.25796525
2022-05-10 12:55:24.930241,6085.0,6090.0,6080.0,6080.0,144.82865666,881417.25796525
2022-05-10 12:55:35.100963,6085.0,6090.0,6080.0,6090.0,147.82865666,899687.25796525
2022-05-10 12:55:44.825495,6085.0,6090.0,6080.0,6090.0,147.82865666,899687.25796525
2022-05-10 12:55:54.523147,6085.0,6095.0,6080.0,6095.0,164.23554755,999687.2579398
2022-05-10 12:56:03.671201,6080.0,6080.0,6080.0,6080.0,3.09230177,18801.1947616
2022-05-10 12:56:13.302376,6080.0,6080.0,6080.0,6080.0,3.09230177,18801.1947616
2022-05-10 12:56:21.661369,6080.0,6080.0,6080.0,6080.0,8.09230177,49201.1947616
2022-05-10 12:56:30.895464,6080.0,6100.0,6080.0,6100.0,18.09230177,110201.1947616
2022-05-10 12:56:40.021960,6080.0,6100.0,6080.0,6100.0,18.09230177,110201.1947616
2022-05-10 12:56:59.595283,6080.0,6100.0,6080.0,6100.0,18.09230177,110201.1947616
2022-05-10 12:57:08.052129,6080.0,6080.0,6080.0,6080.0,2612.81317491,15885904.1034528
2022-05-10 12:57:17.809216,6080.0,6080.0,6080.0,6080.0,4987.76656341,30325620.7055328
2022-05-10 12:57:27.277304,6080.0,6080.0,6080.0,6080.0,4987.76656341,30325620.7055328
2022-05-10 12:57:36.298040,6080.0,6080.0,6080.0,6080.0,4987.76656341,30325620.7055328
2022-05-10 12:57:45.895269,6080.0,6080.0,6080.0,6080.0,4987.76656341,30325620.7055328
2022-05-10 12:57:55.372263,6080.0,6080.0,6080.0,6080.0,4987.76656341,30325620.7055328
2022-05-10 12:58:05.227334,6080.0,6080.0,6080.0,6080.0,4987.76656341,30325620.7055328
2022-05-10 12:58:14.087483,6080.0,6080.0,6080.0,6080.0,4987.76656341,30325620.7055328
2022-05-10 12:58:23.099553,6080.0,6080.0,6080.0,6080.0,4987.76656341,30325620.7055328
2022-05-10 12:58:31.181548,6090.0,6090.0,6090.0,6090.0,0.86945812,5294.9999508
2022-05-10 12:58:38.894256,6090.0,6090.0,6080.0,6080.0,86.12809373,523667.5044596
2022-05-10 12:58:46.748930,6090.0,6090.0,6080.0,6080.0,102.57546215,623667.5044532
2022-05-10 12:58:54.693933,6090.0,6090.0,6080.0,6080.0,182.49400086,1109900.89688475
2022-05-10 12:59:10.841305,6075.0,6075.0,6065.0,6065.0,611.46160381,3710908.8875422
2022-05-10 12:59:20.703390,6075.0,6075.0,6060.0,6060.0,911.76554252,5530750.7561248
2022-05-10 12:59:39.699708,6075.0,6075.0,6050.0,6050.0,1670.31162597,10122125.07480455
2022-05-10 12:59:47.530703,6075.0,6075.0,6035.0,6035.0,1960.90493256,11877391.84472715
2022-05-10 12:59:56.633858,6075.0,6075.0,6030.0,6030.0,2142.33994085,12971444.94471585
2022-05-10 13:00:09.298600,6035.0,6045.0,6035.0,6045.0,337.31009683,2035674.70566755
2022-05-10 13:00:18.062974,6035.0,6045.0,6030.0,6030.0,1278.15249985,7708954.39587815
2022-05-10 13:00:26.808200,6035.0,6045.0,6020.0,6020.0,1533.92738795,9249579.34115235
2022-05-10 13:00:35.229196,6035.0,6045.0,6020.0,6020.0,1533.92738795,9249579.34115235
2022-05-10 13:00:52.649678,6035.0,6045.0,6010.0,6010.0,1579.45190714,9523247.4427159
